date,open,high,low,close,change,change_percentage,volume,short_selling,margin_trading,investment_trust,dealer,foreign_invenstor,ma,bband_up,bband_down
2013/1/4,100.5,101.5,100,101.5,0.5,0.5,39502.577,8078,13211,44,-246,9245,97.44,101.0513155,93.82868445
2013/1/7,101,101,99.1,100.5,-1,-0.99,42328.657,7994,13017,-722,-450,-339,97.56,101.4031237,93.71687627
2013/1/8,99.6,100,98.9,99.7,-0.8,-0.8,31218.717,7746,13601,-426,-80,1541,97.72,101.6389795,93.80102054
2013/1/9,100.5,100.5,99.2,100,0.3,0.3,26417.262,7939,13614,-113,649,5754,97.805,101.8425611,93.76743885
2013/1/10,99.9,101,99.5,101,1,1,41234.333,8002,14037,-12,796,2917,97.935,102.2017435,93.66825651
2013/1/11,101.5,101.5,100.5,101,0,0,22993.851,8126,13717,-250,-69,8196,98.025,102.4670153,93.58298469
2013/1/14,101,102,100,102,1,0.99,23575.867,8188,13385,120,-33,8365,98.205,102.973008,93.43699203
2013/1/15,102,102,99.8,100.5,-1.5,-1.47,36015.126,8039,13465,-199,-253,-1381,98.38,103.2147079,93.54529215
2013/1/16,100.5,100.5,99.2,99.2,-1.3,-1.29,35496.359,7979,13689,-4233,837,570,98.505,103.2885029,93.7214971
2013/1/17,100.5,101,98.5,99.3,0.1,0.1,40526.293,7780,13826,291,-695,1590,98.605,103.3671319,93.84286812
2013/1/18,101.5,101.5,100.5,101.5,2.2,2.22,49874.215,8344,12802,-743,-312,21850,98.88,103.643864,94.11613602
2013/1/21,101,101,100,100.5,-1,-0.99,17310.236,8034,12809,-26,279,-1368,99.165,103.5882454,94.74175459
2013/1/22,101,101,99.9,101,0.5,0.5,21946.618,7803,12586,292,65,3383,99.43,103.6200358,95.2399642
2013/1/23,101.5,101.5,100,101,0,0,30821.432,7693,12119,-220,-56,4916,99.72,103.4795744,95.96042556
2013/1/24,100,100.5,99.2,99.9,-1.1,-1.09,40653.209,7426,12541,-82,-1015,-11586,99.89,103.3471086,96.43289138
2013/1/25,99.9,99.9,98,99,-0.9,-0.9,48674.849,7155,13712,-1238,437,-11212,100.04,103.0389331,97.04106686
2013/1/28,98.7,99.5,98.6,99.3,0.3,0.3,29190.978,7188,13715,108,-622,-4082,100.225,102.4663166,97.98368342
2013/1/29,100,101.5,99.7,101,1.7,1.71,36060.537,7475,12295,-483,-3081,10037,100.425,102.128966,98.72103404
2013/1/30,102,102,100.5,101.5,0.5,0.5,28862.623,7598,11854,-80,-1210,10153,100.52,102.2411624,98.7988376
2013/1/31,100.5,101.5,100,101.5,0,0,42489.565,7471,11873,72,-1096,407,100.545,102.3073564,98.78264362
2013/2/1,101.5,101.5,100.5,101.5,0,0,23211.035,7504,11532,-327,-83,4050,100.545,102.3073564,98.78264362
2013/2/4,102,103,102,103,1.5,1.48,35257.079,7535,10876,-1867,-6,14638,100.67,102.7311647,98.60883528
2013/2/5,103,103,101.5,103,0,0,17896.471,7456,10894,-683,-204,3955,100.835,103.0793485,98.59065154
2013/2/6,103.5,105,103,105,2,1.94,32330.33,7492,10597,-317,-3293,15487,101.085,103.9340525,98.23594753
2013/2/18,107,108.5,106.5,107,2,1.9,64345.58,7539,10976,-646,-2425,19022,101.385,105.2259764,97.54402356
2013/2/19,108.5,108.5,106.5,107,0,0,22103.657,7554,10924,-29,-1105,4759,101.685,106.2313282,97.13867181
2013/2/20,108.5,109.5,108,109,2,1.87,41921.556,7656,10788,-456,-1862,13638,102.035,107.5902768,96.47972323
2013/2/21,108.5,108.5,107,107,-2,-1.83,30551.806,7563,10986,-451,-926,2132,102.36,108.2674191,96.45258094
2013/2/22,106,106.5,105,105.5,-1.5,-1.4,39577.666,7239,12353,-109,1506,-13664,102.675,108.5465841,96.80341589
2013/2/23,106.5,107.5,106,107,1.5,1.42,10174.533,7230,11946,-669,-592,4136,103.06,109.0052166,97.11478344
2013/2/25,106.5,107,105,105,-2,-1.87,37216.683,7147,13027,441,-369,-4185,103.235,109.1922729,97.27772713
2013/2/26,103.5,105,102.5,103.5,-1.5,-1.43,38498.61,7098,13249,39,136,-8780,103.385,109.2088389,97.56116106
2013/2/27,102,104.5,101,104.5,1,0.97,81358.059,6784,15533,-892,1712,-26706,103.56,109.2963403,97.8236597
2013/3/1,103,105,102.5,105,0.5,0.48,35081.17,6752,15398,-1408,-191,-3130,103.76,109.403545,98.11645501
2013/3/4,104.5,104.5,101.5,102,-3,-2.86,55265.946,6505,17031,-2313,2539,-20124,103.865,109.2913339,98.43866606
2013/3/5,103.5,104,102.5,104,2,1.96,56213.527,6398,16536,-1273,-1411,3659,104.115,109.0612208,99.16877922
2013/3/6,104,104.5,103,104,0,0,38026.322,6442,15838,-682,-746,3921,104.35,108.778318,99.92168203
2013/3/7,103.5,104,103,103,-1,-0.96,20783.572,6521,15645,-1035,-496,903,104.45,108.6559482,100.2440518
2013/3/8,103,104.5,102,103.5,0.5,0.49,46036.003,6560,16173,-3166,-1613,8710,104.55,108.5612342,100.5387658
2013/3/11,102,104,102,102,-1.5,-1.45,36093.271,6323,17497,-1616,-392,-7075,104.575,108.5154949,100.6345051
2013/3/12,102,103,101.5,102.5,0.5,0.49,30064.912,6189,17596,-3097,-72,2976,104.625,108.4312449,100.8187551
2013/3/13,102.5,105,102,104.5,2,1.95,57955.306,6375,16725,-1325,-2560,9519,104.7,108.4336309,100.9663691
2013/3/14,104,104.5,103,104,-0.5,-0.48,33067.465,6233,16218,-337,-2014,-3381,104.75,108.4174242,101.0825758
2013/3/15,105,105,103,103,-1,-0.96,35632.988,6186,15534,4816,-1895,-7113,104.65,108.3929935,100.9070065
2013/3/18,102,102,100.5,100.5,-2.5,-2.43,44038.807,5697,16055,-151,431,-26765,104.325,108.3159272,100.3340728
2013/3/19,101,101.5,99.6,100,-0.5,-0.5,47270.167,5519,16620,-1910,-190,-26019,103.975,108.1877782,99.76222182
2013/3/20,99.5,99.5,98.8,98.8,-1.2,-1.2,61662.225,4892,18771,-298,779,-32641,103.465,107.5896939,99.34030607
2013/3/21,98.8,100.5,98.7,98.7,-0.1,-0.1,56467.748,4632,20165,-385,1400,-28199,103.05,107.3355571,98.76444286
2013/3/22,98.6,99.1,98,98,-0.7,-0.71,44937.03,4229,22096,-1746,-66,-22766,102.675,107.3337015,98.01629846
2013/3/25,99.9,100.5,99.2,99.5,1.5,1.53,24324.505,4316,19056,-289,-943,3430,102.3,106.706359,97.89364096
2013/3/26,99.2,99.4,98.8,99,-0.5,-0.5,27220.058,4235,19494,-1105,153,-8928,102,106.4470215,97.55297852
2013/3/27,99,100.5,98.8,100.5,1.5,1.52,25741.023,4096,18598,-1325,-1622,170,101.85,106.2868908,97.4131092
2013/3/28,100,100.5,99.3,100,-0.5,-0.5,27908.31,3883,18636,-296,-1115,-5517,101.625,105.9566856,97.29331442
2013/3/29,100,101,99.8,100.5,0.5,0.5,19003.253,3422,17807,-361,-89,468,101.4,105.4664481,97.33355192
2013/4/1,101,102,100.5,101,0.5,0.5,16011.716,3104,17235,-600,-521,1795,101.35,105.4102956,97.28970444
2013/4/2,100.5,101,99.8,100.5,-0.5,-0.5,22334.113,2239,17165,-25,-306,-6540,101.175,105.0613222,97.28867783
2013/4/3,101.5,101.5,100,100.5,0,0,26347.381,74,17101,-223,-877,-2785,101,104.6709672,97.32903282
2013/4/8,99,99.5,98.5,98.5,-2,-1.99,54009.917,0,16747,-77,612,-15828,100.775,104.4795243,97.07047574
2013/4/9,98,98.5,97.5,97.5,-1,-1.02,40590.418,0,16644,583,1167,-23261,100.475,104.2197964,96.73020361
2013/4/10,98.8,98.8,97.7,98.3,0.8,0.82,34900.055,0,16550,674,409,-12186,100.29,104.0804617,96.49953829
2013/4/11,99,101.5,98.8,101.5,3.2,3.26,54267.486,555,16979,-83,1440,2920,100.24,103.9377831,96.54221688
2013/4/12,101.5,101.5,100,100.5,-1,-0.99,18954,647,17211,66,-961,259,100.04,103.1860451,96.89395486
2013/4/15,100.5,101,99.1,99.4,-1.1,-1.09,23289.616,687,17726,-592,284,-3460,99.81,102.3851893,97.23481069
2013/4/16,98.2,101,98.2,100.5,1.1,1.11,33444.924,1000,17811,-492,1511,-2180,99.685,101.8365343,97.53346566
2013/4/17,101.5,101.5,99.7,100,-0.5,-0.5,35327.101,1171,17768,17,-473,775,99.66,101.7845235,97.53547652
2013/4/18,100,101,99.4,99.9,-0.1,-0.1,32294.804,1304,18091,-401,1172,-4645,99.655,101.7767681,97.53323187
2013/4/19,105.5,106.5,105.5,106.5,6.6,6.61,66950.314,2795,19118,3994,684,17018,100.04,103.6640309,96.4159691
2013/4/22,108.5,109.5,107.5,108.5,2,1.88,72502.228,2946,14548,2522,-151,17869,100.53,105.6415947,95.41840534
2013/4/23,106.5,107.5,105.5,106,-2.5,-2.3,45991.072,2232,14937,-107,1542,-1805,100.93,106.4247611,95.43523886
2013/4/24,106.5,107,104.5,106,0,0,35495.75,1962,15246,118,1633,-981,101.255,107.1288318,95.3811682
2013/4/25,106,107,105.5,107,1,0.94,26287.666,2116,14424,-133,-729,7405,101.655,107.9355971,95.37440289
2013/4/26,107,109,107,108.5,1.5,1.4,36608.724,2501,13043,143,-2391,18339,102.055,108.9766978,95.13330223
2013/4/29,108.5,108.5,107.5,108,-0.5,-0.46,21092.377,2541,12967,-130,-389,7153,102.455,109.7689524,95.14104758
2013/4/30,108.5,109.5,108.5,109.5,1.5,1.39,34467.725,2861,12711,-422,609,11535,102.905,110.7692164,95.04078357
2013/5/2,110,111,109,110.5,1,0.91,37482.887,3306,12693,22,-1525,18102,103.38,111.8507969,94.90920311
2013/5/3,111.5,112.5,110,110,-0.5,-0.45,36621.737,3562,12916,-81,-3059,6251,103.855,112.6843771,95.0256229
2013/5/6,111.5,111.5,110.5,111.5,1.5,1.36,19393.798,3817,11749,-151,-2016,9369,104.405,113.6886361,95.12136386
2013/5/7,112,113,111,112.5,1,0.9,19489.18,4232,11492,-355,-362,9555,105.105,114.6106773,95.59932275
2013/5/8,112.5,115,112.5,114.5,2,1.78,41122.709,4748,11296,-301,-936,16861,105.955,115.6273265,96.2826735
2013/5/9,116,116,114.5,115,0.5,0.44,27342.177,4911,11053,1915,1,8395,106.79,116.5576814,97.0223186
2013/5/10,115,115,113.5,114.5,-0.5,-0.43,27536.736,4903,11075,-999,-15,11488,107.44,117.44048,97.43952001
2013/5/13,115,115.5,114,114.5,0,0,18263.266,4948,11236,-315,-1091,11503,108.14,118.0589516,98.22104844
2013/5/14,115.5,116.5,115,115.5,1,0.87,27855.127,5188,11084,-1473,-802,17764,108.945,118.5027142,99.38728584
2013/5/15,115,116,113.5,115,-0.5,-0.43,26133.56,5087,11551,-614,1687,2074,109.67,118.7428386,100.5971614
2013/5/16,115,116,113,113.5,-1.5,-1.3,44240.439,4781,12387,-525,1677,-4767,110.345,118.3902408,102.2997592
2013/5/17,112,113.5,111.5,113.5,0,0,19316.452,4561,12437,-534,206,4104,111.025,117.5860594,104.4639406
2013/5/20,112.5,114,112.5,114,0.5,0.44,14523.054,4580,12325,-311,-411,2952,111.4,117.7371918,105.0628082
2013/5/21,113,113.5,112,112.5,-1.5,-1.32,17238.193,4418,12938,-416,940,-444,111.6,117.8096699,105.3903301
2013/5/22,112.5,113.5,111,112,-0.5,-0.44,31297.421,4137,13579,-421,779,-4893,111.9,117.5533176,106.2466824
2013/5/23,110.5,111.5,108,108,-4,-3.57,46623.809,3217,14677,-1272,-811,-15952,112,117.2915026,106.7084974
2013/5/24,109.5,110.5,108.5,109.5,1.5,1.39,26736.102,3641,14120,-114,-611,-4067,112.125,117.0430789,107.2069211
2013/5/27,109.5,112,109.5,112,2.5,2.28,19161.396,3780,13702,87,603,-1914,112.3,116.9303348,107.6696652
2013/5/28,112,112.5,109.5,109.5,-2.5,-2.23,21430.131,3586,14430,2967,159,-12778,112.375,116.7667536,107.9832464
2013/5/29,110.5,112,110.5,111,1.5,1.37,16781.832,3706,14196,203,-508,1298,112.45,116.691462,108.208538
2013/5/30,111,111.5,109.5,110,-1,-0.9,36121.568,3589,14046,-116,-430,-6419,112.425,116.7177264,108.1322736
2013/5/31,111.5,111.5,109,109.5,-0.5,-0.45,37205.933,3428,14305,-52,-681,-4596,112.4,116.7543082,108.0456918
2013/6/3,108,108.5,106.5,107.5,-2,-1.83,35834.419,2942,15015,-111,307,-15497,112.2,117.0414874,107.3585126
2013/6/4,109,110,107.5,109,1.5,1.4,27476.915,3151,14742,-546,-1571,3925,112.025,117.0596301,106.9903699
2013/6/5,109.5,110.5,108.5,109.5,0.5,0.46,23376.235,3114,14836,-342,-117,1692,111.775,116.7897283,106.7602717
2013/6/6,108.5,109.5,107,107.5,-2,-1.83,31681.239,2687,15464,-115,1096,-8425,111.4,116.5146847,106.2853153
2013/6/7,108,109.5,108,108.5,1,0.93,33085.685,2869,15046,-601,-731,-3232,111.1,116.1556899,106.0443101
2013/6/10,110,110,108,108.5,0,0,21165.087,2740,15448,271,3037,-9874,110.8,115.7234135,105.8765865
2013/6/11,110,110,108,108,-0.5,-0.46,34819.875,2754,16301,258,108,-7347,110.425,114.9887156,105.8612844
2013/6/13,106,107,104,104.5,-3.5,-3.24,60344.253,2146,18104,322,2215,-27874,109.9,114.6497368,105.1502632
2013/6/14,105,106,104.5,106,1.5,1.44,41207.256,2109,18006,593,-3849,2964,109.525,114.2628793,104.7871207
2013/6/17,105.5,106,105,106,0,0,23014.898,2053,18676,622,658,-5843,109.15,113.7554316,104.5445684
2013/6/18,105,106.5,104.5,106.5,0.5,0.47,30026.097,1981,18489,-118,507,-4122,108.775,112.940033,104.609967
2013/6/19,106,106.5,105,105.5,-1,-0.94,22084.611,1880,19656,214,1134,-11111,108.425,112.4533371,104.3966629
2013/6/20,105,105.5,103.5,104,-1.5,-1.42,29998.376,1688,19784,-33,331,-10550,108.025,112.1417341,103.9082659
2013/6/21,102,103.5,101.5,103.5,-0.5,-0.48,38844.187,1535,19927,471,-590,-6494,107.8,112.3650849,103.2349151
2013/6/24,102.5,102.5,100,101,-2.5,-2.42,53724.378,1303,21986,-339,645,-25178,107.375,112.7403984,102.0096016
2013/6/25,101,103,101,101,0,0,32397.665,1258,22167,-170,2232,-7700,106.825,112.4310235,101.2189765
2013/6/26,103,104,101.5,101.5,0.5,0.5,54861.189,897,21060,1118,-199,-9514,106.425,112.3434035,100.5065965
2013/6/27,103,105,103,104.5,3,2.96,45591.476,29,20381,304,-1347,-1923,106.1,111.6821143,100.5178857
2013/6/28,106,111,105,111,6.5,6.22,74277.393,0,17016,-497,-2427,8264,106.15,111.8867238,100.4132762
2013/7/1,109,109.5,108,108,-3,-2.7,51631.015,0,16264,-825,1517,-13612,106.075,111.6720975,100.4779025
2013/7/2,109,110,108.5,110,2,1.85,44745.283,0,15126,-27,3229,-9293,106.2,112.0258047,100.3741953
2013/7/3,107,107,105.5,107,-3,-2.73,44740.088,618,16705,159,-5127,4012,106.1,111.7973678,100.4026322
2013/7/4,106.5,107,106,107,0,0,24314.705,918,16622,-51,-91,3546,105.975,111.4747727,100.4752273
2013/7/5,107.5,109.5,107,109,2,1.87,28276.621,1561,15703,271,275,9624,106.05,111.6704982,100.4295018
2013/7/8,107,108,104.5,105,-4,-3.67,32770.668,1419,17049,285,-277,-11371,105.875,111.3965487,100.3534513
2013/7/9,104.5,106.5,103.5,106,1,0.95,34316.97,1679,17553,-171,168,-3990,105.75,111.1398052,100.3601948
2013/7/10,104.5,107,104.5,106,0,0,22082.402,1851,17362,75,-673,706,105.65,110.9424474,100.3575526
2013/7/11,107.5,109.5,107.5,109.5,3.5,3.3,56121.428,2606,15655,270,-1105,22188,105.9,111.4190579,100.3809421
2013/7/12,109.5,110,108.5,110,0.5,0.46,31046,2914,15282,-1042,-1475,15118,106.1,111.9017239,100.2982761
2013/7/15,108.5,109.5,108,109.5,-0.5,-0.45,33144.34,2819,16384,-129,-68,11347,106.275,112.2622782,100.2877218
2013/7/16,108.5,109,107,108,-1.5,-1.37,35961.041,2393,17245,-2733,822,1435,106.35,112.3840699,100.3159301
2013/7/17,108,109,107,109,1,0.93,36469.243,2758,16961,-762,-1599,12094,106.525,112.6526015,100.3973985
2013/7/18,107.5,108,105.5,105.5,-3.5,-3.21,44370.397,2667,19010,-928,1171,-3147,106.6,112.6382117,100.5617883
2013/7/19,99.4,99.7,98.2,98.2,-7.3,-6.92,117739.486,3995,23458,-3748,703,-50672,106.335,113.2897897,99.38021028
2013/7/22,98,98.4,96.9,97,-1.2,-1.22,87030.437,1987,26300,-1070,2722,-33881,106.135,113.8774221,98.3925779
2013/7/23,98.5,101.5,98.5,100,3,3.09,85595.131,2650,23337,255,857,-4634,106.085,113.9710066,98.19899341
2013/7/24,100.5,103,100,102,2,2,58355.933,3133,22911,-107,-167,612,106.11,113.9406832,98.27931676
2013/7/25,102,103.5,101,102.5,0.5,0.49,36461.307,3747,20682,149,-703,1516,106.01,113.9703769,98.04962312
2013/7/26,103,103,101,102.5,0,0,31817.666,3604,20432,-384,-121,-4535,105.585,113.3392956,97.83070442
2013/7/29,100,101.5,100,100,-2.5,-2.44,38334.123,3359,20897,149,-705,-11022,105.185,113.2199922,97.15000778
2013/7/30,100.5,102.5,100.5,102,2,2,33871.602,3837,20285,-72,373,-1087,104.785,112.6152682,96.95473181
2013/7/31,101.5,103,101,102.5,0.5,0.49,36997.795,4136,19191,-483,-143,349,104.56,112.3813554,96.73864462
2013/8/1,102,102,100,100.5,-2,-1.95,27902.794,3996,19895,-277,-296,-7449,104.235,112.163247,96.30675303
2013/8/2,102.5,103,100,100.5,0,0,28039.94,4182,20031,-828,-54,2592,103.81,111.5806885,96.03931148
2013/8/5,100,101.5,99.9,100.5,0,0,23372.612,4231,20811,-2108,399,-2927,103.585,111.4646637,95.7053363
2013/8/6,100.5,100.5,98.6,98.8,-1.7,-1.69,42787.275,3998,22431,-420,-13,-19731,103.225,111.2862344,95.1637656
2013/8/7,98.5,98.5,97,97,-1.8,-1.82,45969.616,3993,24649,-591,-587,-23101,102.775,111.1644875,94.38551253
2013/8/8,96,97.1,95.3,96.4,-0.6,-0.62,55873.275,3261,26659,-947,209,-32061,102.12,110.3510631,93.88893689
2013/8/9,100,100,96.4,96.4,0,0,47192.333,3504,28418,-1336,642,-14428,101.44,109.187619,93.69238101
2013/8/12,96.4,96.7,95.6,96,-0.4,-0.41,33454.945,3479,28982,-340,341,-13508,100.765,107.9154615,93.61453848
2013/8/13,96,97.4,96,97.2,1.2,1.25,34392.082,2686,29453,-1433,528,-7681,100.225,106.708479,93.741521
2013/8/14,96,97.3,95.8,96.8,-0.4,-0.41,41652.158,2785,29556,-1575,-387,-11757,99.615,104.8583863,94.37161369
2013/8/15,96.4,96.4,95.3,96,-0.8,-0.83,42687.594,3043,30665,-239,-11,-19094,99.14,103.8599153,94.42008475
2013/8/16,95.4,97.5,95.2,96.5,0.5,0.52,37698.875,3141,30504,-316,717,-3139,99.055,103.8991614,94.21083857
2013/8/19,95.5,96.1,95.3,95.5,-1,-1.04,49138.061,3086,31891,-716,223,-24339,98.98,103.9926241,93.96737594
2013/8/20,95.2,95.4,94.4,94.4,-1.1,-1.15,41806.291,3287,31753,-2228,-1062,-13666,98.7,104.0665631,93.33343685
2013/8/22,93,94.9,92.9,94.5,0.1,0.11,60311.712,3340,32611,-1261,-745,-8096,98.325,103.7644393,92.88556069
2013/8/23,95.7,97.3,95.5,97,2.5,2.65,44454.018,3493,30947,1354,767,-2460,98.05,103.1637071,92.93629293
2013/8/26,97.6,97.6,96.1,96.8,-0.2,-0.21,18698.683,3422,30399,396,-558,-2843,97.765,102.4742568,93.05574316
2013/8/27,96,96.8,95.6,95.6,-1.2,-1.24,22517.64,3458,30383,135,-946,-3030,97.545,102.2270829,92.86291713
2013/8/28,95.6,97.3,95.1,96.8,1.2,1.26,34627.333,4011,28820,343,-1009,8337,97.285,101.5031868,93.06681319
2013/8/29,96.9,98.9,96.9,98.7,1.9,1.96,36896.628,4655,26240,549,-332,13797,97.095,100.6460421,93.5439579
2013/8/30,99.6,100.5,98.8,100.5,1.8,1.82,37623.628,4671,22463,25,-1310,18682,97.095,100.6460421,93.5439579
2013/9/2,100,102,99.6,102,1.5,1.49,30859.517,4858,21040,-898,-343,19810,97.17,101.0533491,93.28665093
2013/9/3,103,103,101.5,102,0,0,31231.396,5182,20191,-1498,-977,14773,97.245,101.4290053,93.06099474
2013/9/4,100.5,101.5,100,100.5,-1.5,-1.47,25229.19,5211,20805,-508,354,-1067,97.33,101.7017731,92.9582269
2013/9/5,100.5,101.5,100,101.5,1,1,30141.403,4869,21979,-488,1620,-3431,97.555,102.28426,92.82574002
2013/9/6,102,102,101,102,0.5,0.49,24753.215,4934,21212,17,-156,5892,97.835,102.9081745,92.76182545
2013/9/9,102.5,103,101,103,1,0.98,32676.237,5034,20312,-58,-275,9823,98.165,103.6627359,92.6672641
2013/9/10,103,104.5,102.5,104.5,1.5,1.46,37392.161,5494,19173,193,-656,19523,98.59,104.6390991,92.54090089
2013/9/11,103,104.5,102.5,104.5,0,0,40349.427,5733,18170,395,467,14256,98.955,105.4863016,92.42369845
2013/9/12,103,104.5,103,103.5,-1,-0.96,32865.283,5725,17695,-68,-663,9084,99.29,106.028813,92.55118705
2013/9/13,102.5,103,102,102.5,-1,-0.97,22359.017,5577,17727,-914,-228,2175,99.615,106.3146343,92.91536568
2013/9/14,102.5,103.5,102,102.5,0,0,5222.316,5646,17584,-54,-398,3351,99.915,106.5669997,93.2630003
2013/9/16,104,105.5,104,105.5,3,2.93,40693.136,6279,16226,-364,76,27792,100.415,107.1669701,93.66302992
2013/9/17,105.5,105.5,104.5,105.5,0,0,25467.674,6396,15841,-164,-643,7357,100.97,107.4732607,94.46673928
2013/9/18,105,105.5,103,103,-2.5,-2.37,28202.213,5871,16300,-1800,801,-251,101.395,107.2278295,95.5621705
2013/9/23,103,106,102.5,105.5,2.5,2.43,51461.171,6185,16220,-538,-625,9529,101.82,107.5476871,96.09231286
2013/9/24,105,105.5,104,105,-0.5,-0.47,28676.262,6152,15394,-585,-1114,6800,102.23,107.6259615,96.83403855
2013/9/25,104.5,104.5,103,103,-2,-1.9,31738.731,5805,16246,-187,-65,3907,102.6,107.0604932,98.13950675
2013/9/26,103.5,103.5,101.5,101.5,-1.5,-1.46,23059.548,5544,16550,-640,-1086,3928,102.835,106.4666801,99.20331995
2013/9/27,103.5,103.5,102,103,1.5,1.48,26221.268,5597,16412,30,-122,6411,103.05,106.1467725,99.95322749
2013/9/30,100.5,102,100,100.5,-2.5,-2.43,45339.704,5225,17648,-113,516,-17109,103.05,106.1467725,99.95322749
2013/10/1,100.5,102.5,100.5,101.5,1,1,22592.118,5315,17384,-17,-470,-3361,103.025,106.1630727,99.88692734
2013/10/2,103.5,103.5,102,103,1.5,1.48,14242.576,5338,16924,-153,-356,5108,103.075,106.1778213,99.9721787
2013/10/3,103.5,106,103,105,2,1.94,50693.661,6062,15971,129,275,25210,103.3,106.2732137,100.3267863
2013/10/4,104.5,105,103.5,104,-1,-0.95,19918.837,5577,16636,63,713,-3589,103.425,106.2933619,100.5566381
2013/10/7,103.5,104,102,103,-1,-0.96,20883.946,5335,17028,-300,-150,-4044,103.475,106.276339,100.673661
2013/10/8,103.5,105.5,103,105,2,1.94,21140.839,5727,16520,442,-690,5079,103.575,106.4433619,100.7066381
2013/10/9,104,105.5,103,105,0,0,22240.338,6213,16501,19,-505,2794,103.6,106.5086079,100.6913921
2013/10/11,105,107.5,105,106.5,1.5,1.43,56559.121,6889,16609,233,123,7841,103.7,106.8527766,100.5472234
2013/10/14,106.5,106.5,105,105,-1.5,-1.41,18621.943,6754,16696,1552,-331,3678,103.775,106.9761717,100.5738283
2013/10/15,106.5,107,106,107,2,1.9,21531.637,7027,16453,669,848,8049,104,107.4351128,100.5648872
2013/10/16,108,108,106,106,-1,-0.93,18537.342,7088,16020,354,646,8154,104.175,107.6430686,100.7069314
2013/10/17,107.5,108,107,107,1,0.94,28186.591,7297,16073,163,705,7942,104.25,107.8900549,100.6099451
2013/10/18,108.5,110,108.5,110,3,2.8,58773.471,8079,13422,261,-641,39160,104.475,108.8735793,100.0764207
2013/10/21,111,111.5,109.5,110,0,0,40527.324,7541,13039,-240,-440,13422,104.825,109.7775246,99.87247539
2013/10/22,110,111.5,109.5,111.5,1.5,1.36,38425.173,7395,12843,-116,-132,17570,105.125,110.8684746,99.38152544
2013/10/23,111,111.5,110,111,-0.5,-0.45,21903.73,7399,12710,-363,-1820,7267,105.425,111.7120899,99.13791005
2013/10/24,109,110,108.5,110,-1,-0.9,21285.336,7170,12566,-584,402,5825,105.775,112.2594044,99.29059563
2013/10/25,108.5,109,106.5,107,-3,-2.73,36106.499,6553,14345,-1065,246,-5333,106.05,112.2459664,99.85403357
2013/10/28,108,109.5,107.5,109.5,2.5,2.34,21241.672,6802,13013,-418,-491,8311,106.375,112.5788295,100.1711705
2013/10/29,108.5,109.5,108,109.5,0,0,21531.323,6808,12923,-3,2,3533,106.825,112.5457954,101.1042046
2013/10/30,109,110,109,110,0.5,0.46,16615.421,6927,12669,-34,134,5822,107.25,112.5744718,101.9255282
2013/10/31,108.5,109.5,108,109.5,-0.5,-0.45,22503.87,7015,12642,173,-104,1742,107.575,112.6076434,102.5423566
2013/11/1,110.5,110.5,108.5,109.5,0,0,10870.454,7070,11850,-303,-475,4358,107.8,112.7537864,102.8462136
2013/11/4,108,109,108,109,-0.5,-0.46,9642.456,6955,11960,-265,-122,1501,108.05,112.7072524,103.3927476
2013/11/5,108.5,109,106.5,106.5,-2.5,-2.29,20368.325,6632,13148,-145,684,-8661,108.225,112.3417341,104.1082659
2013/11/6,106.5,107.5,106.5,107,0.5,0.47,16475.575,6486,13336,-118,672,1570,108.325,112.2144087,104.4355913
2013/11/7,107,107.5,106,107,0,0,15944.496,6614,13031,-67,202,-624,108.425,112.061963,104.788037
2013/11/8,105,106.5,105,106,-1,-0.93,30591.367,6260,13359,207,310,-9056,108.4,112.0959437,104.7040563
2013/11/11,105,106,104.5,104.5,-1.5,-1.42,21491.766,5871,14141,-21,558,-12642,108.375,112.1680858,104.5819142
2013/11/12,106,106,104.5,105,0.5,0.48,31661.852,5827,14496,-177,912,-823,108.275,112.3058188,104.2441812
2013/11/13,105,105,103,103,-2,-1.9,26708.973,5408,15054,146,387,-13038,108.125,112.6733513,103.5766487
2013/11/14,104,104.5,103.5,103.5,0.5,0.49,29933.608,4912,15421,-190,318,-9874,107.95,112.9088305,102.9911695
2013/11/15,103.5,104.5,103.5,104,0.5,0.48,19237.673,4713,15862,203,534,-10747,107.65,112.7987863,102.5012137
2013/11/18,104.5,105,104,104,0,0,25297.464,4687,15841,278,261,-2642,107.35,112.6140289,102.0859711
2013/11/19,104.5,105.5,104,105,1,0.96,34510.121,4710,16391,776,2848,-12851,107.025,112.0197472,102.0302528
2013/11/20,104,104,102.5,103,-2,-1.9,45518.35,4212,18351,-221,5564,-33195,106.625,111.5633702,101.6866298
2013/11/21,102,103,100.5,101,-2,-1.94,56554.648,3544,20004,32,823,-24635,106.175,111.4311868,100.9188132
2013/11/22,100,101.5,100,100,-1,-0.99,56921,3521,21368,107,131,-28643,105.825,111.7095136,99.94048643
2013/11/25,101,102.5,101,101,1,1,30949.392,3274,21880,240,1496,-11830,105.4,111.388322,99.41167803
2013/11/26,102,105,101.5,103.5,2.5,2.48,45016.676,3715,19418,420,-279,4800,105.1,110.8323643,99.36763574
2013/11/27,105,105.5,104.5,105,1.5,1.45,21853.577,4030,18108,446,-1254,4966,104.85,110.1235187,99.57648125
2013/11/28,105,105.5,104.5,105,0,0,22775.978,4091,18023,36,532,7181,104.625,109.4507124,99.79928762
