date,open,high,low,close,change,change_percentage,volume,short_selling,margin_trading,investment_trust,dealer,foreign_invenstor,ma,bband_up,bband_down
2016/5/23,150.5,154.5,149.5,154,5.5,3.7,50174.359,2894,14694,2861,48,13389,149.225,157.4315523,141.0184477
2016/5/24,152.5,153.5,151,151,-3,-1.95,24508.62,1897,15489,-236,781,-5507,148.9,156.2389373,141.5610627
2016/5/25,153.5,155,152.5,154.5,3.5,2.32,30760.557,2097,14619,614,-1023,12362,148.725,155.3164718,142.1335282
2016/5/26,154.5,155,153.5,155,0.5,0.32,17253.152,2334,14335,125,-313,4088,148.65,154.9117889,142.3882111
2016/5/27,156,156.5,154.5,156.5,1.5,0.97,23064.321,2532,13885,331,-243,5756,148.825,155.726268,141.923732
2016/5/30,157,158,155,157,0.5,0.32,36381.828,2790,13637,-40,353,18645,149.175,156.9356379,141.4143621
2016/5/31,156.5,157.5,155,156.5,-0.5,-0.32,69686.201,2729,13699,-89,-27,8535,149.625,157.9669123,141.2830877
2016/6/1,156,159,156,159,2.5,1.6,26963.096,3100,13086,-45,-620,13012,150.225,159.4090895,141.0409105
2016/6/2,159,160,158,159,0,0,21999.904,3281,12654,5,-447,6857,150.8,160.6458113,140.9541887
2016/6/3,159,160.5,159,160.5,1.5,0.94,31924.341,3812,12067,8,-289,16980,151.425,162.0376104,140.8123896
2016/6/4,160,160,159.5,160,-0.5,-0.31,2631.269,3739,12041,-708,646,752,152.05,163.1265518,140.9734482
2016/6/6,161,162,160,161,1,0.63,28792.951,3774,11781,184,72,11302,152.75,164.2238834,141.2761166
2016/6/7,161.5,163.5,161,162,1,0.62,47112.77,4261,11608,140,536,17830,153.5,165.327933,141.672067
2016/6/8,164,166,163.5,165.5,3.5,2.16,45323.946,4323,11172,-105,-54,19134,154.475,166.8704629,142.0795371
2016/6/13,161,162.5,161,162,-3.5,-2.11,48794.249,3277,11216,-464,1842,-8881,155.375,167.1981764,143.5518236
2016/6/14,161,163,161,162,0,0,27557.266,2930,11306,-325,1950,3633,156.25,167.2885687,145.2114313
2016/6/15,162,163,161,163,1,0.62,29328.888,2877,11007,14,1996,5152,157.05,167.5994076,146.5005924
2016/6/16,161.5,162.5,159.5,160.5,-2.5,-1.53,24457.34,2191,11085,-258,1960,-10653,157.725,167.2982701,148.1517299
2016/6/17,162.5,164.5,162,163,2.5,1.56,30681.264,2062,10661,-308,-306,7675,158.525,166.9894846,150.0605154
2016/6/20,164.5,165,163,163,0,0,24949.407,1436,10763,51,2249,-365,159.25,166.5609507,151.9390493
2016/6/21,164,165.5,163.5,165.5,2.5,1.53,28042.486,75,10428,-14,555,11665,159.825,167.2024996,152.4475004
2016/6/22,164.5,166,163.5,166,0.5,0.3,30359,0,10708,-5,2583,4327,160.575,167.2253759,153.9246241
2016/6/23,165.5,166,164,164,-2,-1.2,22592.551,0,11244,-15,2898,1827,161.05,167.2378914,154.8621086
2016/6/24,164,164,154.5,159,-5,-3.05,86994.06,0,13072,-666,9460,-39335,161.25,166.8758333,155.6241667
2016/6/27,154.5,156,154,155.5,-3.5,-2.2,42912.75,992,13374,438,-5051,6303,161.2,167.0086143,155.3913857
2016/6/28,155.5,157.5,155,157,1.5,0.96,38783,1333,13274,186,-1615,13679,161.2,167.0086143,155.3913857
2016/6/29,158.5,160,158,159,2,1.27,31581.574,2088,12584,56,-1454,14988,161.325,166.8229542,155.8270458
2016/6/30,161,163,159.5,162.5,3.5,2.2,42458.433,3417,11570,-13,-2767,25195,161.5,166.9129474,156.0870526
2016/7/1,164.5,166,163.5,166,3.5,2.15,36290.642,4877,10760,-129,-1686,23286,161.85,167.4722771,156.2277229
2016/7/4,165.5,166.5,164.5,166,0,0,25818.655,4999,10541,-67,-985,12379,162.125,167.9890856,156.2609144
2016/7/5,165,165.5,164,164,-2,-1.2,16422.882,4724,10295,-797,231,2104,162.325,168.1583095,156.4916905
2016/7/6,163,163,160.5,161.5,-2.5,-1.52,34874.107,3709,10629,-586,1252,-11343,162.35,168.1646367,156.5353633
2016/7/7,163.5,165,163,164.5,3,1.86,23821.273,4262,10286,-169,-1663,5787,162.475,168.3612127,156.5887873
2016/7/11,170,170.5,168.5,170,5.5,3.34,51048.92,5211,10261,-273,-5609,26151,162.7,169.3287254,156.0712746
2016/7/12,171,171.5,169.5,171,1,0.59,42038.936,5731,10011,36,-627,16099,163.15,170.6872409,155.6127591
2016/7/13,169.5,170,167,168.5,-2.5,-1.46,50728.99,4886,11278,-714,1429,-13077,163.475,171.3393182,155.6106818
2016/7/14,167,170,167,169,0.5,0.3,34916.819,5210,11138,-413,-2820,8312,163.775,171.9937286,155.5562714
2016/7/15,168,169.5,166.5,169.5,0.5,0.3,41622.109,5211,10837,-1003,587,2858,164.225,172.6598977,155.7901023
2016/7/18,168,170,168,169.5,0,0,24774.059,5223,10465,-482,394,6121,164.55,173.2672243,155.8327757
2016/7/19,170.5,170.5,169,170.5,1,0.59,42482.37,5358,10157,-692,-87,9920,164.925,173.9819034,155.8680966
2016/7/20,170,170.5,169,170,-0.5,-0.29,38076.857,5469,9945,29,-880,13026,165.15,174.4725533,155.8274467
2016/7/21,171,172,170,172,2,1.18,33177.658,5748,9307,-614,137,11740,165.45,175.2372366,155.6627634
2016/7/22,172,172,170.5,171,-1,-0.58,28537.436,5889,9147,-176,-1407,5743,165.8,175.8518655,155.7481345
2016/7/25,172,173,169,171.5,0.5,0.29,27180.811,6040,9006,914,-124,4472,166.425,176.260014,156.589986
2016/7/26,172,173,171.5,173,1.5,0.87,32736.383,5897,8344,8,-19,9524,167.3,176.1566359,158.4433641
2016/7/27,175,176,174.5,175,2,1.16,34175.136,6125,8127,-83,-451,17819,168.2,176.3141851,160.0858149
2016/7/28,175,176.5,173,176.5,1.5,0.86,31138.296,6243,7730,240,-1166,10860,169.075,176.7968845,161.3531155
2016/7/29,177,177,172.5,172.5,-4,-2.27,29839.528,6064,8420,-229,1368,-2711,169.575,176.8087749,162.3412251
2016/8/1,175,177,174.5,177,4.5,2.61,34263.892,6357,7884,219,-3048,14288,170.125,177.844294,162.405706
2016/8/2,177.5,177.5,175.5,176,-1,-0.56,15281.106,6242,7950,-502,456,753,170.625,178.5045622,162.7454378
2016/8/3,172.5,174,172,172.5,-3.5,-1.99,21652.236,5871,8666,-162,1717,-10020,171.05,178.35,163.75
2016/8/4,173,174.5,172.5,174.5,2,1.16,13639.159,5913,8667,-127,-763,1914,171.7,177.6782941,165.7217059
2016/8/5,175,177.5,174,177,2.5,1.43,25803.777,6074,7463,-361,-2659,13042,172.325,177.749712,166.900288
2016/8/8,178,178,176.5,178,1,0.56,16241.757,6078,7370,80,-510,2521,172.725,178.5685862,166.8814138
2016/8/9,178.5,179.5,177,178.5,0.5,0.28,16443.465,6143,7232,119,-1137,5247,173.1,179.3976186,166.8023814
2016/8/10,179,179.5,178,179.5,1,0.56,19307.662,6168,7170,-169,108,2335,173.65,180.1622961,167.1377039
2016/8/11,177.5,178,175.5,176.5,-3,-1.67,28216.223,5733,7606,-370,760,-8460,174.025,180.2817963,167.7682037
2016/8/12,178.5,178.5,177,177.5,1,0.57,22971.752,5961,7497,-170,-1019,6078,174.425,180.4935666,168.3564334
2016/8/15,178.5,179,177.5,179,1.5,0.85,12049.192,5999,7260,-69,-330,4621,174.9,180.8380131,168.9619869
2016/8/16,178,179,175,175.5,-3.5,-1.96,34284.274,5731,7625,-342,2026,-9572,175.15,180.7365911,169.5634089
2016/8/17,177,177.5,176,177,1.5,0.85,21510.622,5961,7055,-550,-2411,6921,175.5,180.6088159,170.3911841
2016/8/18,176,176.5,175,176,-1,-0.56,27273.726,5861,6940,-385,738,2518,175.7,180.5518038,170.8481962
2016/8/19,177,177.5,174,174.5,-1.5,-0.85,23496.71,5916,6971,-959,-642,-902,175.875,180.2667536,171.4832464
2016/8/22,173,174,171.5,173,-1.5,-0.86,21299.066,5716,7194,-108,959,-6361,175.95,180.0840053,171.8159947
2016/8/23,174,175,173.5,174,1,0.58,20908.596,5709,7068,-341,-702,3255,176,180.0124805,171.9875195
2016/8/24,175,175.5,173.5,173.5,-0.5,-0.29,12106.486,5693,6949,-143,-303,173,175.925,180.0635384,171.7864616
2016/8/25,175,177,174.5,177,3.5,2.02,23883.648,5715,6547,-129,-285,9356,175.95,180.1081246,171.7918754
2016/8/26,175,177,175,177,0,0,15087.932,5712,6697,-411,908,447,176.175,180.0386123,172.3113877
2016/8/29,175,177,174,176.5,-0.5,-0.28,16967.254,5680,6815,-46,97,-2192,176.15,179.9983763,172.3016237
2016/8/30,176,176.5,174,174.5,-2,-1.13,19352.234,5603,7304,-192,1581,-7383,176.075,179.9900351,172.1599649
2016/8/31,176.5,177,174.5,176,1.5,0.86,38479.245,5648,6940,-51,-2932,8466,176.25,179.8066838,172.6933162
2016/9/1,176,176,173,173.5,-2.5,-1.42,22701.335,5569,7768,468,704,-8575,176.2,179.8796739,172.5203261
2016/9/2,176.5,176.5,174,174.5,1,0.58,16989.13,5621,7515,-48,-598,2209,176.075,179.8069566,172.3430434
2016/9/5,176.5,177.5,176.5,176.5,2,1.15,22398.906,5710,7136,142,114,7978,176,179.6331804,172.3668196
2016/9/6,177,179,176.5,179,2.5,1.42,26029.252,5816,6905,-14,-717,6983,176.025,179.7327621,172.3172379
2016/9/7,180.5,185,180,184,5,2.79,49809.477,6072,6799,100,57,7276,176.25,181.1336462,171.3663538
2016/9/8,182.5,184.5,182.5,183,-1,-0.54,30191.949,6032,7254,-121,521,996,176.575,182.2782885,170.8717115
2016/9/9,181,181,179.5,179.5,-3.5,-1.91,29795.512,5940,8195,-17,1944,-10503,176.675,182.5083095,170.8416905
2016/9/10,177,179,176,178,-1.5,-0.84,15470.223,5902,8296,-70,-1997,-8435,176.625,182.394532,170.855468
2016/9/12,177.5,177.5,174,175,-3,-1.69,42657.708,5547,9342,-237,2128,-22076,176.6,182.3930993,170.8069007
2016/9/13,176.5,176.5,173.5,175,0,0,36801.582,5580,9753,-24,876,-8800,176.5,182.3309519,170.6690481
2016/9/14,174,176,173.5,173.5,-1.5,-0.86,52864.216,5457,10913,281,306,-19243,176.375,182.3489016,170.4010984
2016/9/19,179.5,183,178.5,182.5,9,5.19,57003.07,6516,8711,215,-2539,19319,176.775,183.2439644,170.3060356
2016/9/20,182,183.5,181.5,183,0.5,0.27,23647.416,6608,8444,-101,591,4152,177.275,184.0386898,170.5113102
2016/9/21,181,184,180.5,184,1,0.55,24984.794,6690,7561,158,-1626,5965,177.775,184.9616195,170.5883805
2016/9/22,185,185.5,183.5,185.5,1.5,0.82,20998.26,6865,7171,408,-645,8830,178.375,186.0227121,170.7272879
2016/9/23,185,187.5,184.5,187.5,2,1.08,23141.189,6891,7456,-84,-333,6939,178.9,187.4825404,170.3174596
2016/9/26,183.5,185,183,183,-4.5,-2.4,23123.996,6673,7768,-296,1276,-6565,179.2,187.914356,170.485644
2016/9/29,185.5,187.5,185.5,185.5,2.5,1.37,54267.769,6701,7983,-8,-1045,15260,179.65,188.6838253,170.6161747
2016/9/30,185.5,186.5,182.5,182.5,-3,-1.62,42516.412,6561,8901,904,581,-3469,180.05,188.8414731,171.2585269
2016/10/3,186,186.5,184.5,186,3.5,1.92,17704.856,6609,8039,74,-527,5497,180.55,189.4993016,171.6006984
2016/10/4,185,187,185,187,1,0.54,16860.682,6609,7965,-164,312,2635,181.225,189.9798558,172.4701442
2016/10/5,186,186,184.5,186,-1,-0.53,19144.379,6597,8136,-582,1054,1582,181.8,190.2166502,173.3833498
2016/10/6,185,187.5,185,187.5,1.5,0.81,15515.729,6576,8227,119,-335,2089,182.35,190.7470233,173.9529767
2016/10/7,188,188,186,188,0.5,0.27,15031.415,6544,9147,63,-873,3579,182.8,191.3930204,174.2069796
2016/10/11,191,191,186,187.5,-0.5,-0.27,30312.793,6408,9301,-130,232,-2799,182.975,191.798123,174.151877
2016/10/12,186.5,190,186,189.5,2,1.07,22592.212,6416,9227,-268,591,1784,183.3,192.5703829,174.0296171
2016/10/13,190.5,191,187,188.5,-1,-0.53,37416.212,6369,9669,-86,3345,-15117,183.75,193.1121579,174.3878421
2016/10/14,187,189,186.5,188,-0.5,-0.27,33246.209,6398,8395,-443,-1631,-10018,184.25,193.3960374,175.1039626
2016/10/17,186.5,187.5,185,186.5,-1.5,-0.8,37328.27,6322,8708,-49,395,-3802,184.825,192.963028,176.686972
2016/10/18,186.5,187,185.5,187,0.5,0.27,38022.809,6356,9031,322,1100,-1958,185.425,192.2387728,178.6112272
2016/10/19,187.5,189.5,187.5,189.5,2.5,1.34,33280.867,6421,8281,161,-926,9042,186.225,190.5548383,181.8951617
2016/10/20,189.5,190.5,189,190.5,1,0.53,13211.203,6469,8177,318,-934,5848,186.625,190.9824649,182.2675351
2016/10/21,191,192,188.5,188.5,-2,-1.05,21943.844,6435,8519,85,1430,-1121,186.9,190.9938979,182.8061021
2016/10/24,191,191,189.5,191,2.5,1.33,13475.378,6470,8244,286,-473,2705,187.25,191.486744,183.013256
2016/10/25,192,193,191,193,2,1.05,18874.94,6412,7949,-432,-563,5391,187.625,192.4610624,182.7889376
2016/10/26,190.5,192.5,190.5,191.5,-1.5,-0.78,21057.036,6306,8471,6,1077,-5942,187.825,192.9462791,182.7037209
2016/10/27,191.5,191.5,188.5,188.5,-3,-1.57,26204.192,6227,9158,74,3039,-15023,188.1,192.721688,183.478312
2016/10/28,189.5,190,188.5,189.5,1,0.53,24353.885,6294,8746,177,-950,-639,188.3,192.7988888,183.8011112
2016/10/31,189,190.5,186.5,188.5,-1,-0.53,25321.651,6247,8997,-9,-85,-4010,188.6,192.2276714,184.9723286
2016/11/1,188.5,189.5,187.5,189.5,1,0.53,14278.851,6231,8960,-14,1108,-63,188.775,192.2170198,185.3329802
2016/11/2,187.5,188,186,186,-3.5,-1.85,16439.619,6031,9880,368,630,-8260,188.725,192.2953641,185.1546359
2016/11/3,185.5,186.5,184.5,184.5,-1.5,-0.81,25031.563,5827,9941,-212,855,-9185,188.65,192.4983763,184.8016237
2016/11/4,184.5,186,184,184.5,0,0,14859.076,5771,10088,-188,-156,-4745,188.5,192.7308392,184.2691608
2016/11/7,186.5,189,186,189,4.5,2.44,21349.225,5934,9555,146,-1583,-483,188.55,192.7796572,184.3203428
2016/11/8,190,190,188,188.5,-0.5,-0.26,15454.387,6028,9408,-138,1070,-1431,188.6,192.8023803,184.3976197
2016/11/9,190,190.5,182,182,-6.5,-3.45,55579,5598,11071,-326,1041,-29870,188.225,193.2893361,183.1606639
2016/11/10,187,188,185.5,185.5,3.5,1.92,38252.432,5812,10617,108,2352,-4202,188.075,193.2737979,182.8762021
2016/11/11,181.5,183,181,181.5,-4,-2.16,67636.187,5598,11629,517,-196,-31533,187.75,193.687171,181.812829
2016/11/14,181,182,180,180.5,-1,-0.55,48032.589,5495,11820,-22,2092,-29711,187.45,194.1649088,180.7350912
2016/11/15,179.5,182,179,180,-0.5,-0.28,33528.517,5554,11938,174,-959,-12820,187.1,194.560563,179.639437
2016/11/16,180.5,183,180,180,0,0,34856.77,5654,11811,491,1204,-11577,186.625,194.6054448,178.6445552
2016/11/17,182,182.5,180.5,181.5,1.5,0.83,22452.023,5619,11902,33,-187,-4891,186.175,194.2451611,178.1048389
2016/11/18,181.5,181.5,180,181,-0.5,-0.28,22488.433,5535,12755,-45,979,-9801,185.8,194.0969874,177.5030126
2016/11/21,180.5,181.5,180,181,0,0,15622.673,5607,12856,-160,470,-6750,185.3,193.4877958,177.1122042
2016/11/22,182,185,181.5,184,3,1.66,27628.118,5796,11537,15,504,5256,184.85,192.2466209,177.4533791
2016/11/23,184.5,186.5,184,185.5,1.5,0.82,22150.606,5896,11090,-514,-548,4231,184.55,191.3020367,177.7979633
2016/11/24,184,185,183,183,-2.5,-1.35,14999.768,5823,11450,65,1258,-8210,184.275,190.8055053,177.7444947
2016/11/25,182.5,183.5,182,182,-1,-0.55,10129.87,5774,11626,-7,1579,-2546,183.9,190.0367744,177.7632256
2016/11/28,181.5,184,181.5,184,2,1.1,19126.419,5834,11676,-46,-674,1345,183.675,189.43933,177.91067
2016/11/29,183.5,185,182,182,-2,-1.09,24424.638,5837,11892,-330,500,-1548,183.3,188.4419841,178.1580159
2016/11/30,181.5,183,181.5,183,1,0.55,39688.279,5826,11791,-144,-332,-1367,183.15,188.1409919,178.1590081
2016/12/1,182,183,181.5,183,0,0,13923.341,5783,11974,15,733,-2466,183.075,188.0275246,178.1224754
2016/12/2,179,179.5,178,178,-5,-2.73,53861.366,5364,13796,-481,324,-37222,182.75,188.1212196,177.3787804
2016/12/5,178,180,178,179,1,0.56,29220.536,5470,13750,-16,-691,-11744,182.25,187.0301674,177.4698326
2016/12/6,181,183,180.5,182,3,1.68,27328.861,5713,12610,-148,-589,10137,181.925,185.7495915,178.1004085
2016/12/7,183,183.5,181.5,181.5,-0.5,-0.27,14128.26,5690,12908,37,349,-4076,181.9,185.7288379,178.0711621
2016/12/8,184,185.5,183,185.5,4,2.2,27276.757,5907,12318,-16,-1973,11435,181.9,185.7288379,178.0711621
2016/12/9,186,186,184.5,186,0.5,0.27,24890.768,6066,11987,113,-941,7856,182.125,186.342523,177.907477
2016/12/12,186,187,184,185,-1,-0.54,18817.929,6079,11843,-30,170,-211,182.35,186.6755058,178.0244942
2016/12/13,186.5,186.5,184.5,186,1,0.54,23610.594,6202,11667,-4,-638,3311,182.65,187.1120623,178.1879377
2016/12/14,186.5,187.5,185.5,187.5,1.5,0.81,16594.971,6316,11181,-46,-1188,6819,183.025,187.783939,178.266061
2016/12/15,185,187.5,184.5,187,-0.5,-0.27,22819.941,6154,11547,-25,-215,1197,183.3,188.3039984,178.2960016
2016/12/16,185.5,187,185,185,-2,-1.07,36005.938,6086,12028,-154,143,-649,183.5,188.4396356,178.5603644
2016/12/19,184,184.5,182.5,182.5,-2.5,-1.35,20553.355,5929,12471,153,1189,-1625,183.575,188.4048551,178.7451449
2016/12/20,181,182.5,180,182.5,0,0,24160.414,5825,13109,-493,2256,-7953,183.5,188.3476799,178.6523201
2016/12/21,181,182,180,180,-2.5,-1.37,29710.176,5465,13693,119,4330,-16211,183.225,188.2097267,178.2402733
2016/12/22,180,180.5,179,179,-1,-0.56,26292.271,5315,13798,-45,1243,-13980,183.025,188.3398377,177.7101623
2016/12/23,179,180,178.5,178.5,-0.5,-0.28,22977.885,5276,14746,0,508,-13904,182.85,188.5077381,177.1922619
2016/12/26,179,180,179,179.5,1,0.56,5694.358,5188,14928,190,366,-3107,182.625,188.4377016,176.8122984
2016/12/27,180,180.5,179.5,180,0.5,0.28,8276.087,5098,14910,343,-30,-2369,182.525,188.4450929,176.6049071
2016/12/28,181,182,180.5,182,2,1.11,21243.126,5129,14145,-10,270,3910,182.475,188.3950929,176.5549071
2016/12/29,180,181.5,180,180,-2,-1.1,30211.764,5080,14467,110,530,-3994,182.325,188.3356156,176.3143844
2016/12/30,181,182.5,180,181.5,1.5,0.83,36629.382,5113,13980,-112,1230,7210,182.5,188.1920998,176.8079002
2017/1/3,181.5,183.5,181,183,1.5,0.83,22646.783,5174,13308,0,-1193,52,182.7,188.1626001,177.2373999
2017/1/4,183,184,181.5,183,0,0,24382.374,5271,13239,18,-115,-4106,182.75,188.2043561,177.2956439
2017/1/5,182,183.5,181.5,183.5,0.5,0.27,20994.561,5258,13237,-540,301,1800,182.85,188.2823107,177.4176893
2017/1/6,184,184.5,183.5,184,0.5,0.27,22462.808,5288,13185,56,-196,3878,182.775,188.099237,177.450763
2017/1/9,184,185,183,184,0,0,18583.788,5335,13114,0,-971,3374,182.675,187.8254854,177.5245146
2017/1/10,184.5,185.5,183.5,184,0,0,20217.305,5319,12936,-375,-845,3463,182.625,187.7031394,177.5468606
2017/1/11,185,185,181.5,182,-2,-1.09,29127.168,5266,13386,-56,1536,-8875,182.425,187.2651963,177.5848037
2017/1/12,182.5,185.5,182.5,184.5,2.5,1.37,41163.502,5904,12595,-1019,-1945,12006,182.275,186.6393442,177.9106558
2017/1/13,180.5,182.5,180.5,181.5,-3,-1.63,52370.358,5193,13134,-764,-745,-12339,182,185.7947332,178.2052668
2017/1/16,180,180.5,179,179.5,-2,-1.1,30778.049,4989,14125,-785,358,-16501,181.725,185.4056929,178.0443071
2017/1/17,180.5,181,179.5,181,1.5,0.84,13171.419,4983,13893,-29,-452,-337,181.65,185.3255952,177.9744048
2017/1/18,180.5,181,179.5,181,0,0,23710.637,4958,14112,80,-858,-1256,181.575,185.2393553,177.9106447
2017/1/19,179.5,181,179.5,180.5,-0.5,-0.28,24639.613,4930,14137,-213,-412,-2291,181.6,185.2276714,177.9723286
2017/1/20,181,181.5,180.5,181,0.5,0.28,23446.573,4949,13465,-48,-425,7943,181.7,185.1409301,178.2590699
2017/1/23,182.5,185,182.5,185,4,2.21,37023.056,5098,11912,169,-1971,22456,182.025,185.4231613,178.6268387
2017/1/24,185,186.5,184.5,185.5,0.5,0.27,55056.239,5151,10755,10,-1345,30447,182.325,185.836054,178.813946
2017/2/2,188,188.5,184,184.5,-1,-0.54,94121.78,5177,10305,18,-1465,20156,182.55,186.0126579,179.0873421
2017/2/3,186,186,183.5,184.5,0,0,29536.652,5097,10302,306,260,-2347,182.675,186.2285194,179.1214806
2017/2/6,184.5,185.5,184,184.5,0,0,24808.832,5046,10340,-490,369,1453,182.9,186.3146742,179.4853258
2017/2/7,183.5,185,183,184.5,0,0,23639.988,5047,10382,-565,5,-861,183.05,186.4690642,179.6309358
2017/2/8,183.5,184.5,183,183.5,-1,-0.54,29183.272,4908,10668,-316,1037,-15344,183.075,186.4995438,179.6504562
2017/2/9,184,185.5,183.5,184,0.5,0.27,18994.788,4899,10589,-202,-941,-738,183.125,186.5728254,179.6771746
2017/2/10,184.5,185.5,184,185.5,1.5,0.82,34771.38,4870,10933,469,224,-5995,183.225,186.8232635,179.6267365
2017/2/13,186.5,188,186.5,187.5,2,1.08,25155.819,5004,10203,105,-564,741,183.4,187.4447497,179.3552503
2017/2/14,189,190,187.5,187.5,0,0,45723.94,5013,10242,-70,1541,-2290,183.575,187.9939931,179.1560069
2017/2/15,187,189.5,186.5,189,1.5,0.8,39380.274,5086,9675,-59,-2640,12846,183.825,188.8377338,178.8122662
2017/2/16,190,190.5,188,189,0,0,27045.087,5091,9525,-141,-952,5382,184.175,189.5904871,178.7595129
2017/2/17,190,190.5,189,189.5,0.5,0.26,20407.88,5124,9357,-950,-91,5447,184.425,190.3180043,178.5319957
2017/2/18,190,190.5,189.5,189.5,0,0,3517.102,5099,9268,-160,-90,1995,184.825,190.9509693,178.6990307
2017/2/20,190,190.5,189.5,190,0.5,0.26,13251,5196,9044,-213,-177,4865,185.35,191.3591597,179.3408403
2017/2/21,190,190,188.5,190,0,0,31178.532,5189,9127,-178,225,15741,185.8,191.7866518,179.8133482
2017/2/22,190.5,191,188.5,188.5,-1.5,-0.79,25672,5089,9275,-262,365,6731,186.175,191.8431126,180.5068874
2017/2/23,188,189.5,187,188.5,0,0,35746.621,4716,9333,-141,610,14614,186.575,191.6865066,181.4634934
2017/2/24,187.5,190.5,187.5,189,0.5,0.27,22790.021,4702,9170,-80,-378,4411,186.975,191.4968912,182.4531088
2017/3/1,188.5,188.5,186,186,-3,-1.59,46212.273,4473,9568,-31,774,-3382,187.025,191.4800533,182.5699467
2017/3/2,188,188.5,185,186,0,0,40003.671,4364,9788,-10,289,8553,187.05,191.4760592,182.6239408
2017/3/3,184.5,185,184,184,-2,-1.08,28213.61,4161,10416,-476,716,-7987,187.025,191.5135967,182.5364033
2017/3/6,184,184.5,183.5,183.5,-0.5,-0.27,12548.329,4099,10616,-375,591,-3886,186.975,191.5953355,182.3546645
2017/3/7,184,185.5,184,185.5,2,1.09,18836.387,4074,10557,1370,-21,-3567,187.025,191.557935,182.492065
2017/3/8,186,188,185.5,187,1.5,0.81,31812.077,4109,10058,-98,-1202,5560,187.15,191.5329214,182.7670786
2017/3/9,185.5,186,184,184.5,-2.5,-1.34,28500.469,3943,10547,-38,785,-6363,187.2,191.4355637,182.9644363
2017/3/10,184,184.5,183,183.5,-1,-0.54,20066.297,3850,11044,-62,558,-8332,187.175,191.4909588,182.8590412
2017/3/13,185,186.5,185,186.5,3,1.63,10505.355,3840,10732,-71,-528,4354,187.225,191.4849883,182.9650117
2017/3/14,188,188,186,186,-0.5,-0.27,22262.221,3855,10369,-254,-895,6534,187.15,191.4406876,182.8593124
2017/3/15,185.5,187,185.5,186.5,0.5,0.27,14147.168,3839,10344,-40,-278,1644,187.1,191.3965102,182.8034898
2017/3/16,188,190,188,190,3.5,1.88,31533.964,4111,9557,125,-410,19050,187.15,191.5556782,182.7443218
2017/3/17,189.5,191.5,189,191.5,1.5,0.79,33807.822,4248,9488,78,-263,14561,187.275,192.0128793,182.5371207
2017/3/20,191.5,191.5,189.5,191.5,0,0,16244.62,4177,9348,-80,-298,4572,187.375,192.3737498,182.3762502
2017/3/21,192,195,191.5,195,3.5,1.83,32320.234,4331,8892,330,-1852,18516,187.65,193.6006302,181.6993698
2017/3/22,192.5,193.5,191.5,193.5,-1.5,-0.77,27432.559,3985,8994,-194,871,1080,187.825,194.2302713,181.4197287
2017/3/23,192,193.5,192,193.5,0,0,18494.295,3696,9250,33,1255,545,188,194.8117545,181.1882455
2017/3/24,192,193,192,192.5,-1,-0.52,17564.202,3350,9383,-51,332,2292,188.2,195.2880181,181.1119819
2017/3/27,194.5,194.5,192,193,0.5,0.26,29268.998,3030,9325,-312,-1041,13746,188.425,195.8160419,181.0339581
2017/3/28,195,195,192.5,194.5,1.5,0.78,38247,2198,9344,-237,-1423,20750,188.7,196.5511146,180.8488854
2017/3/29,194.5,194.5,191,191.5,-3,-1.54,33399.4,30,10014,394,2426,5175,188.975,196.8138456,181.1361544
2017/3/30,192.5,193,190.5,191.5,0,0,28321.971,0,10181,-404,60,14574,189.25,197.037811,181.462189
2017/3/31,191,192,189,189,-2.5,-1.31,33651.9,0,10924,-48,1337,1163,189.5,196.9094534,182.0905466
2017/4/5,189.5,193,189.5,193,4,2.12,43774.406,0,10398,133,133,15250,189.975,196.9926563,182.9573437
2017/4/6,193,193,191,191.5,-1.5,-0.78,16192.037,240,10415,-387,-160,3166,190.275,197.0090552,183.5409448
2017/4/7,192,192,188.5,191,-0.5,-0.26,18925.095,382,10969,-235,-616,-1546,190.475,197.0436757,183.9063243
2017/4/10,191,191.5,189.5,190,-1,-0.52,17040.754,500,10994,-49,116,-2476,190.75,196.7291304,184.7708696
2017/4/11,190,191,189,191,1,0.53,8457.922,694,10994,-47,-445,-207,191.125,196.0936517,186.1563483
2017/4/12,190.5,191.5,190,191,0,0,17302.048,799,10832,164,-71,785,191.35,195.8455534,186.8544466
2017/4/13,189.5,192,189.5,191.5,0.5,0.26,14796.174,984,11052,35,-253,1157,191.625,195.3916298,187.8583702
2017/4/14,189.5,189.5,188,189,-2.5,-1.31,30719.585,950,11447,-451,755,-13283,191.75,194.9515621,188.5484379
2017/4/17,189,189,187.5,187.5,-1.5,-0.79,17111.522,1018,11634,-667,228,-10170,191.625,195.2564598,187.9935402
2017/4/18,188,189.5,187.5,188,0.5,0.27,25076.77,981,11481,-15,279,-4279,191.45,195.4110605,187.4889395
2017/4/19,187.5,187.5,186.5,186.5,-1.5,-0.8,30491.199,960,11390,-24,104,-16476,191.2,195.7099889,186.6900111
2017/4/20,186.5,188,186.5,187,0.5,0.27,21503.485,890,11484,31,-68,-3051,190.8,195.3099889,186.2900111
2017/4/21,187.5,190,187.5,190,3,1.6,17384.232,1043,11306,256,-176,3772,190.625,194.9709751,186.2790249
2017/4/24,191,191.5,188.5,190,0,0,19330.675,1080,11421,186,802,7261,190.45,194.5960825,186.3039175
